Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;NUTS2;Geographical Zone;Expense Type;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.324012.01.1;2013;DELOITTE REVISEURS D ENTREPRISES SC SCRL*DELOITTE BEDRIJFSREVISOREN;yes;BE0429053863;RUE BERKENLAAN 8 B;DIEGEM;1831;Belgium;0,00€;;Burundi;Operational;25.000,00€;Audit financier de Devis Programme 4, Programme d'appui à la Bonne Gouvernance, et 2 contrats Twitezimbere;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.335744.01.1;2013;ONE4EU2 CONSORTIUM*UNISYS BELGIUM INTRASOFT INTERNATIONAL I.R.I.S SOLUTIONS & EXPERTS SOGETI BELGIUM;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;ACP Countries;Operational;24.834,21€;CS 12512 CC DI/06775;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);;Public procurement (including provisional commitments)
AID.CTR.331634.01.1;2013;CONSEIL SANTE SA*;yes;FR61413502642;BOULEVARD VICTOR HUGO 92;CLICHY;92110;France;0,00€;;Burundi;Operational;24.750,00€;Evaluation de la stratégie de prise en charge globale des personnes vivant avec le VIH/Sida au Burundi.;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.316608.01.1;2013;STRATIQO CONSORTIUM*TRASYS SA TRASYS LUXEMBOURG PSF SA TRASYS TECHNOLOGY SA ATOS BELGIUM SA ATOS INTEGRATION SAS ATOS LUXEMBOURG PSF SA;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;ACP Countries;Operational;24.701,00€;CS 9786 DI/06772;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.330518.01.1;2013;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;0,00€;;Sudan;Operational;24.622,00€;A Verification Mission of a UN Managed Action entitled Demining in Southern Sudan;Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);;Public procurement (including provisional commitments)
AID.CTR.332222.01.1;2013;DELOITTE SENEGAL SA*;yes;SN00474902S3;PLACE DE L INDEPENDANCE;DAKAR;;Senegal;0,00€;;Senegal;Operational;24.391,84€;Audit financier – projets volet migration;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.321422.01.1;2013;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;0,00€;;Malawi;Operational;24.233,00€;Expenditure verification and financial audit of RIDP COMP 2 PE 2;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.331965.01.1;2013;DELOITTE REVISEURS D ENTREPRISES SC SCRL*DELOITTE BEDRIJFSREVISOREN;yes;BE0429053863;RUE BERKENLAAN 8 B;DIEGEM;1831;Belgium;0,00€;;Ethiopia;Operational;24.060,00€;Financial and Systems Audit of Four PEs small TCF II-1 PE  and TCF III-3PE;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.336513.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;Caribbean Region;Operational;23.942,00€;Expenditure Verifications of CREP and Strategic Planning in Public Service Programme Estimates;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);;Public procurement (including provisional commitments)
AID.CTR.316806.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;Chad;Operational;23.615,00€;Audit financier et de système du Devis Programme N°1 de la cellule ACTION (257606 PAN-86316);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.334086.01.1;2013;ONE4EU2 CONSORTIUM*UNISYS BELGIUM INTRASOFT INTERNATIONAL I.R.I.S SOLUTIONS & EXPERTS SOGETI BELGIUM;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;ACP Countries;Operational;23.461,46€;CS 12246 CC DI/06775;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);;Public procurement (including provisional commitments)
AID.CTR.316637.01.1;2013;HTSPE LIMITED*;yes;GB918048517;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;0,00€;;Chad;Operational;23.425,00€;Evaluation finale du Programme d'Appui au Commerce (PACOM);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.329096.01.1;2013;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;0,00€;;Malawi;Operational;23.272,00€;Expenditure Verification and Financial Audit for Road Sector Policy Support Programme PE 2;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.321405.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;Malawi;Operational;23.269,50€;Audit and expenditure verification for ICAM PE 1;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.315685.01.1;2013;HTSPE LIMITED*;yes;GB918048517;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;0,00€;;Congo (Democratic Republic of the);Operational;23.242,94€;Evaluation finale du PAON 9ème FED et évaluation mi-parcours du PAON 10ème FED;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.329037.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;ACP Countries;Operational;22.809,00€;FINANCIAL AUDIT OF Grant: Establishment of a Forestry Research Network;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);;Public procurement (including provisional commitments)
AID.CTR.318385.01.1;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;ACP Countries;Operational;22.620,80€;CS 10080 CC DI/06763;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.312146.01.1;2013;DELOITTE REVISEURS D ENTREPRISES SC SCRL*DELOITTE BEDRIJFSREVISOREN;yes;BE0429053863;RUE BERKENLAAN 8 B;DIEGEM;1831;Belgium;0,00€;;Comoros;Operational;22.020,00€;Audit financier et système de la taxe intérieurs sur les produits pétroliers;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.316095.01.1;2013;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;0,00€;;Congo (Brazzaville);Operational;21.822,09€;Évaluation ex-post du Programme d’appui à l’Ordonnateur National II (PAON II);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.318948.01.1;2013;PLANET AE*PLANET PROVISION OF CONSULTANCY SERVICES;yes;EL094212174;LOUISE RIENCOURT 64 APOLLON TOWER;ATHINA;115 23;Greece;0,00€;;Mauritania;Operational;21.593,56€;Assistance Technique pour l'évaluation des offres de Travaux de réhabilitation de la route Nouakchott - Bombri;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;External experts
AID.CTR.313747.01.1;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;ACP Countries;Operational;20.486,40€;CS 9150 CC DI/06763;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.318161.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;Timor Leste;Operational;20.222,00€;Financial audit of TCF II programme estimate number 1, FED/2013/318-161;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.314049.01.1;2013;ALATEC INGENIEROS CONSULTORES Y ARQUITECTOS SA*;yes;ESA28958684;CALLE JOSE ECHEGARAY 14;LAS ROZAS;28230;Spain;0,00€;;Cook Islands;Operational;20.154,00€;Final Evaluation of the Building Resilience Programme in the Cook Islands (Pukapuka);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.292631.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;Burundi;Operational;20.000,00€;CCVD - contrat cadre vérification des dépenses - devis programmes du 3/04/2012 au 2/04/2014;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.318003.01.1;2013;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";yes;*****;*****;*****;*****;Ireland;0,00€;;Sudan;Operational;20.000,00€;Identification and Formulation Mission for EU support to primary education as part of the Basic Services focal sector of the Special Fund for Darfur.;Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);European Development Fund (9th EDF);Public procurement (including provisional commitments)
AID.CTR.320388.01.1;2013;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";yes;*****;*****;*****;*****;Dominican Republic;0,00€;;Dominican Republic;Operational;20.000,00€;PROGRESS EVALUATION ON PUBLIC FINANCE MANAGEMENT AND CONTRIBUTION TO THE ELABORATION OF THE WB EXPENDITURE MANAGEMENT AND FINANCIAL ACCOUNTABILITY REVIEW;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.320968.01.1;2013;ZIMBABWE CLOTHING MANUFACTURERS ASSOCIATION*ZCMA;yes;;PLYMOUTH ROAD 14 SOTHERTON;HARARE;;Zimbabwe;0,00€;;Zimbabwe;Operational;20.000,00€;Organization of Clothing Indaba 2013;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);;Public procurement (including provisional commitments)
AID.CTR.321475.01.1;2013;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";yes;*****;*****;*****;*****;Dominican Republic;0,00€;;Dominican Republic;Operational;20.000,00€;MACRO ECONOMIC POLICIES AND STABILITY IN DOMINICAN REPUBLIC;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.323712.01.1;2013;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";yes;*****;*****;*****;*****;Argentina;0,00€;;Dominican Republic;Operational;20.000,00€;AT ADAPTACION DE LAS CLASIFICACIONES DEL PRESUPUESTO MANUAL DE ESTADISTICAS DE LAS FINANZAS PUBLICAS DEL FMI;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.323954.01.1;2013;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";yes;*****;*****;*****;*****;Mozambique;0,00€;;Mozambique;Operational;20.000,00€;Ressearch to prepare commemoration of 30 years of cooperation EU-Mozambique;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.324330.01.1;2013;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";yes;*****;*****;*****;*****;United Kingdom;0,00€;Outer London;Kenya;Operational;20.000,00€;Provision of Communication Advisory Services to the Kenya Delegation;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.330462.01.1;2013;CONFEDERATION OF ZIMBABWE INDUSTRIES ASSOCIATION*CZI;yes;;JOSIAH CHINAMANO AVENUE 31;HARARE;;Zimbabwe;0,00€;;Zimbabwe;Operational;20.000,00€;Confederation of Zimbabwe Industries(CZI )Anti-Bribery and Corruption Campaign (ABC).;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);;Public procurement (including provisional commitments)
AID.CTR.330718.01.1;2013;INSTITUT NATIONAL DES ARTS DE KINSHASA*INA;yes;;AVENUE DU COMMERCE 1 KINSHASA GOMBE;KINSHASA;0001;Congo (Democratic Republic of);0,00€;;Congo (Democratic Republic of the);Operational;20.000,00€;Cycle de formations ''Art sur demande'';Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Grants
AID.CTR.330862.01.1;2013;ZIM.TRADE ASSOCIATION*ZIMTRADE;yes;;PREMIUM CLOSE 904 MT PLEASANT;HARARE;;Zimbabwe;0,00€;;Zimbabwe;Operational;20.000,00€;''Organisation of Annual Exporters Conference 2013'';Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);;Public procurement (including provisional commitments)
AID.CTR.332442.01.1;2013;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";yes;*****;*****;*****;*****;Argentina;0,00€;;Dominican Republic;Operational;20.000,00€;Identificación y validación de los indicadores de gestión municipal a ser incluidos en el Sistema de Monitoreo de la Administración Pública (SISMAP);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.332630.01.1;2013;PONTIFICIA UNIVERSIDAD CATOLICA MADRE Y MAESTRA*RECINTO SANTO TOMAS DEAQUINO PUCMM RSTA;yes;DO402002585;AUTOPISTA DUARTE 1;SANTIAGO DE LOS CABALLEROS;;Dominican Republic;0,00€;;Dominican Republic;Operational;20.000,00€;Formulación de un Plan de Comunicación sobre el Impacto de la Reforma de la Administración Pública Municipal;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.334445.01.1;2013;ALLIANCE FRANCAISE DAR ES SALAAM ASSOCIATION*AF ADR;yes;TZ104010830;ALI HASSAN MWINYI ROAD;DAR ES SALAAM;;Tanzania;0,00€;;Tanzania;Operational;20.000,00€;Enhancing visibility of the EU-Tanzania Partnership (with a focus on development cooperation);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.335971.01.1;2013;ZIMBABWE COFFEE MILL LIMITED*ZCM;yes;ZW10009995;LIVERPOOL ROAD 14 NYAKAMETE;MUTARE;263;Zimbabwe;0,00€;;Zimbabwe;Operational;20.000,00€;Support to Small Scale coffee farmers training workshop and field day through Zimbabwe Coffee Mills (ZCM);Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);;Public procurement (including provisional commitments)
AID.CTR.336185.01.1;2013;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";yes;*****;*****;*****;*****;Zimbabwe;0,00€;;Zimbabwe;Operational;20.000,00€;Technical Assistance for Closure of Programme Estimates;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);;Public procurement (including provisional commitments)
AID.CTR.318188.01.1;2013;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";yes;*****;*****;*****;*****;United Kingdom;0,00€;;Somalia;Operational;19.999,00€;The EU Somalia Gender Audit;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
