Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;NUTS2;Geographical Zone;Expense Type;Co-financing rate;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.301229.01.1;2012;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;;Senegal;Operational;;31.900,00 €;EVALUATION A MI PARCOURS DU PROGRAMME D APPUI A LA STRATEGIE DE LUTTE ANTIMINES EN CASAMANCE;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.292899.01.1;2012;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;;Guinea (Conakry);Operational;;31.661,00 €;Audit financier et de systèmes à mi parcours au Projet TRIAS Projet Extension et Pérennisation des Acquis du programme FABHG (EPAFA) - CTR 256-184  - No. Cris Audit 2012/082-735;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.306977.01.1;2012;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;;Malawi;Operational;;31.440,00 €;Expenditure Verification and Financial Audit for CD NAO SU PE 3;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.292885.01.1;2012;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;;Guinea (Conakry);Operational;;31.276,00 €;Audit financier au Projet CISV ''''developpement des filières riz, oignon et aubergine en Haute Guinée pour lutter contre la flambée des prix'''' - CTR 213-151 - No. Audit 2012/082-730;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.291139.01.1;2012;Natural person;yes;*****;*****;*****;*****;United Kingdom;;Lancashire;Ethiopia;Operational;;31.000,00 €;Assistance for appropriate action as per the opinion formed in completing the Service Contract FED/2012/284-407 Contractual Review and Legal Advice on the Ethio-Djibouti Railway Project.;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.291464.01.1;2012;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;;Cameroon;Operational;;30.909,00 €;Vérification des dépenses des DP 1 du Programme de Développement Rural des  Régions de l''Extrême Nord, de l''Est et du Nord-Ouest;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.304466.01.1;2012;Natural person;yes;*****;*****;*****;*****;Italy;;Lombardia;Sao Tome and Principe;Operational;;30.300,00 €;"Assistência técnica ao instituto
nacional de estradas – projeto GIME (Grupos de interesses de
manutençao de estradas)";Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.292911.01.1;2012;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;;Guinea (Conakry);Operational;;29.950,00 €;Audit financier et de systèmes à mi parcours au Projet CISV Projet de développement des filières riz et maraîchères - CTR 258-816 - No. Cris Audit 2012/082-731;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.296963.01.1;2012;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;;Malawi;Operational;;29.618,50 €;Expenditure verification and financial audit for RSPSP PE 1;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.281671.01.1;2012;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;;;Central Africa Region (EDF 10);Operational;;29.531,77 €;FORMULATION DU PROGRAMME D''APPUI AU MECANISME DE COORDINATION POUR LA MISE EN OEUVRE ET LE SUIVI DU PIR 10ème FED POUR L''AFRIQUE CENTRALE (PAMEC);Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.292883.01.1;2012;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;;Guinea (Conakry);Operational;;29.291,00 €;Audit financier au Projet ACF - Projet d''appui aux populations à faible revenu en régions urbaines de Guinée - CTR 2009/ 209-007 - No. CRIS Audit  2012/082734;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.289110.01.1;2012;ASSOCIES AUDIT ET CONSEIL SA*;yes;FR10343716460;AVENUE DE PARIS 9;VINCENNES;94300;France;;;Niger;Operational;;28.740,00 €;Appui à la réorganisation du Dispostif national de sécurité alimentaire;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.306636.01.1;2012;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;;Malawi;Operational;;28.641,00 €;Expenditure Verification and Financial Audit of  the Democratic Governance Programme PE 2;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.293511.01.1;2012;SAFEGE SA*;yes;FR82542021829;RUE DU PORT 15-27 PARC DE L ILE;NANTERRE;92000;France;;;Benin;Operational;;28.283,00 €;Recrutement d''une assistance technique pour le suivi de la revue annuelle conjointe de l''année 2012;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.287302.01.1;2012;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;;Namibia;Operational;;27.672,31 €;Mid Term Review of the Support to the National Planning Commission Capacity Development Programme (NPC – CDP);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.278239.01.1;2012;RESOURCES AND LOGISTICS SARL*;yes;;RUE PIERRE HARET 2;PARIS 09;75009;France;;;Djibouti;Operational;;27.660,00 €;Assistance technique pour le dépouillement, analyse et évaluation des offres et à l''attribution des marchés de fournitures et du marché de services du projet Interconnexion électrique entre l’Ethiopie et Djibouti;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.308703.01.1;2012;AFRICAN ORGANISATION OF ENGLISH-SPEAKING SUPREME AUDIT INSTITUTIONS ASSOCIATION*AFROSAI-E;yes;;MIDDEL STREET 300;PRETORIA;0002;South Africa;;;Seychelles;Operational;;27.575,00 €;Capacity Building to the Office of the Auditor General in Seychelles;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.283426.01.1;2012;KRAMER GROUP LIMITED*;yes;PG480;SECTION 427 ALLOTMENT 1;PORT MORESBY;BOROKO 111;Papua New Guinea;;;Cook Islands;Operational;;27.500,00 €;ADDENDUM TO CONTRACT 209-929;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.294622.01.1;2012;PRICEWATERHOUSECOOPERS LIMITED*;yes;KE0011096B;UPPER HILL ROAD RAHIMTULLA TOWER;NAIROBI;00100;Kenya;;;Somalia;Operational;;27.300,00 €;Expenditure Verification of Somalia Recovery Programme Field Offices and Technical Assistants PE2011, 2012 & 2013;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.284394.01.1;2012;ALATEC INGENIEROS CONSULTORES Y ARQUITECTOS SA*;yes;ESA28958684;CALLE JOSE ECHEGARAY 14;LAS ROZAS;28230;Spain;;;Cameroon;Operational;;27.237,00 €;Evaluation ex-post du 9ème FED, à mi-parcours du 10ème FED, et finale RN11 et accès Nyos - partie 10ème FED;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.306743.01.1;2012;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;;Malawi;Operational;;27.223,00 €;Expenditure Verification and Financial Audit of TCF III PE 1;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.283856.01.1;2012;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;;Malawi;Operational;;27.002,00 €;Financial Audit of EC-OXFAM Southern Malawi Diversified Livelihood Programme;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.285056.01.1;2012;AGENCE EUROPEENNE POUR LE DEVELOPPEMENT ET LA SANTE SCRL AEDES*;yes;BE0450913705;RUE JOSEPH II 34;BRUXELLES;1000;Belgium;;;Sierra Leone;Operational;;26.935,80 €;Preparation of Action Fiche and Financing Agreement for MDG Initiative in Sierra Leone;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.287303.01.1;2012;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;;Namibia;Operational;;26.662,00 €;Mid Term Evaluation of the OPM/Performance Management System;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.285139.01.1;2012;AGRICONSULTING EUROPE SA*AESA;yes;BE0452263785;AVENUE DE TERVUREN 36/21;BRUXELLES;1040;Belgium;;;Solomon Islands;Operational;;26.380,00 €;Mid Term Review of RAMP Project;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.283596.01.1;2012;LDK CONSULTANTS ENGINEERS & PLANNERS SA*;yes;EL094061957;OFF THIVAIDOS STREET 21;NEA KIFISSIA;14564;Greece;;;ACP Countries;Operational;;26.224,15 €;Working Group of the Global Counterterrrorism Forum (GCTF);Directorate-General for Development and Cooperation — EuropeAid;Use of interest (05.10.20);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.303527.01.1;2012;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;;Burundi;Operational;;26.100,00 €;Audit Financier du DP de démarrage du projet d''appui à l''ON et du DP1-Renforcement des capacités (FCT);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.282346.01.1;2012;EUROPEAN CONSULTANTS ORGANISATION SPRL*ECO 3 ECO;yes;BE0458632133;CHAUSSEE DE LA HULPE 150;BRUXELLES;1170;Belgium;;;Seychelles;Operational;;26.048,00 €;Development of SMART Objectively Verifiable Indicators for the Governance Capacity Building programme in Seychelles;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.284407.01.1;2012;Natural person;yes;*****;*****;*****;*****;United Kingdom;;Lancashire;Ethiopia;Operational;;26.000,00 €;Contractual review and legal advice on the Ethio-Djibouti railway project;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.293068.01.1;2012;AUDIAGEI SAS*;yes;FR77504472028;RUE DES MURLINS 1;ORLEANS;45000;France;;;Haiti;Operational;;26.000,00 €;Assistance à la passation du contrat de travaux de Réhabilitation de la RN3c - lot B en Haïti (St Raphaël - B Battant);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.305308.01.1;2012;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;;Botswana;Operational;;25.992,00 €;Technical assistance to assess progress in the implementation of the BW PFM RP;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.288275.01.1;2012;ERNST & YOUNG LTD*E&Y;yes;MU20040250;SIR WILLIAM NEWTON STREET NEWTON;PORT LOUIS;;Mauritius;;;Southern Africa Region (EDF 10);Operational;;25.440,00 €;Addendum number 1 to Order form number 7;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.290526.01.1;2012;ATOS INTEGRATION SAS*;yes;FR32408024719;QUAI VOLTAIRE 80 IMMEUBLE RIVER;BEZONS;95870;France;;;"General / administrative budget / interests	Allgemeines";Operational;;25.175,20 €;CS 981 CC DI/06377;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.304514.01.1;2012;HTSPE LIMITED*;yes;GB918048517;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;;;Vanuatu;Operational;;25.164,00 €;Vanuatu: Mid-term Review of the ''Productive Sector Growth Support Programme- Phase 1'';Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.296536.01.1;2012;ASSOCIES AUDIT ET CONSEIL SA*;yes;FR10343716460;AVENUE DE PARIS 9;VINCENNES;94300;France;;;Mali;Operational;;25.000,00 €;Contrôle permanent dépenses TCF III;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.308356.01.1;2012;RESOURCES AND LOGISTICS SARL*;yes;;RUE PIERRE HARET 2;PARIS 09;75009;France;;;Tanzania;Operational;;24.738,00 €;Zanzibar Renewable Energies - Formulation Phase;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.299580.01.1;2012;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;;Guinea (Conakry);Operational;;24.400,00 €;Audit financier portant sur 2 marchés de services: AT à l''ON et AT au Ministère de la Justice;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.296241.01.1;2012;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;;Sierra Leone;Operational;;24.125,00 €;A Financial Audit of ''''Ourtreach and Capacity Building legacy project'''' Grant Contract no FED/2009/ 212-593 with the Special Court for Sierra Leone;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
