Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;Geographical Zone;Expense Type;Co-financing rate;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.239387.01.1;2010;JASPER-SEMU AND ASSOCIATES*CERTIFIED PUBLIC ACCOUNTANTS;yes;;ENTEBBE ROAD CONRAD PLAZA 7TH FLOOR;KAMPALA;;Uganda;;Uganda;Operational;N.A.;11.750,00 €;Audit of PE No. 4 for the Support to uganda''s competitiveness strategy;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.243902.01.1;2010;Natural person;yes;;*****;*****;******;Italy;;CONFIDENTIAL;Operational;N.A.;10.000,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.236119.01.1;2010;LUMJO CONSULTANTS LIMITED*LUMJO;yes;;NAKASERO ROAD 9C 5;KAMPALA;;Uganda;;Uganda;Operational;N.A.;9.999,00 €;PPMS Database;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.236565.01.1;2010;Natural person;yes;;*****;*****;******;Belgium;;Gabon;Operational;N.A.;9.999,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.238124.01.1;2010;Natural person;yes;;*****;*****;******;Gabon;;Gabon;Operational;N.A.;9.999,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.241701.01.1;2010;IGIP AFRIQUE SARL*;no;;PATTE D OIE LOT 25;COTONOU;08;Benin;;Gabon;Operational;N.A.;9.999,00 €;Assistance technique à la formulation du projet d''assainissement du quartier Nzeng-Ayong;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247784.01.1;2010;Natural person;yes;;*****;*****;******;Mali;;Mali;Operational;N.A.;9.999,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247189.01.1;2010;Natural person;yes;;*****;*****;******;Cape Verde;;Sao Tome and Principe;Operational;N.A.;9.990,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.245133.01.1;2010;Natural person;yes;;*****;*****;******;France;;Burkina Faso;Operational;N.A.;9.925,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.231990.01.1;2010;AGENCE DE GESTION DES INFRASTRUCTURES RURALES DU BENIN AGIR SA*;yes;;01 BP 1319;PARAKOU;229;Benin;;Benin;Operational;N.A.;9.909,19 €;ASSISTANCE TECHNIQUE AUX TRAVAUX DE REALISATION DE PISTES DANS LE CADRE DU PROJET  9 ACP BEN 20;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.230118.01.1;2010;Natural person;yes;;*****;*****;******;Dominican Republic;;Dominican Republic;Operational;N.A.;9.900,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.258041.01.1;2010;Natural person;yes;;*****;*****;******;Spain;;Dominican Republic;Operational;N.A.;9.900,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.256314.01.1;2010;OPIYO TOM ODAGO*;yes;;ARGWINGS KODHEK ROAD HURLINGHAM;NAIROBI;00619;Kenya;;Kenya;Operational;N.A.;9.800,00 €;Economic Analysis for 10th EDF Nairobi Missing Links Project ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.215929.01.2;2010;ECORYS NEDERLAND BV*;yes;;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;Saint Lucia;Operational;N.A.;9.750,00 €;Public Expenditure and Financial Accountability (PEFA)  Performance Report;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.240909.01.1;2010;Natural person;yes;;*****;*****;******;Dominican Republic;;CONFIDENTIAL;Operational;N.A.;9.600,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.241155.01.1;2010;Natural person;yes;;*****;*****;******;Gabon;;Gabon;Operational;N.A.;9.500,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.250161.01.1;2010;Natural person;yes;;*****;*****;******;Sao Tome and Príncipe;;Sao Tome and Principe;Operational;N.A.;9.500,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.248855.01.1;2010;SHEPHERD EVENTS LIMITED*SEL;yes;;NKINZI ROAD PLOT 23;KAMPALA;;Uganda;;Uganda;Operational;N.A.;9.375,02 €;Production and Launch of the Human Resources for Health Legacy book;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247974.01.1;2010;COMPAGNIE INTERNATIONALE DE CONSEIL ET D'ENTREPRISE CICE SA*;yes;;PLACE DE L INDEPENDANCE 2 IMMEUBLE;DAKAR;7642;Senegal;;Senegal;Operational;N.A.;9.294,52 €;MISSION D''EVALUATION DES ENGAGEMENTS DU PROTOCOLE D''ACCORD ENTRE LA CSRP ET LA DUE;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.241188.01.1;2010;HOTEL MALECON CENTER SA*;yes;;AVENIDA GEORGE WASHINGTON 500;SANTO DOMINGO;;Dominican Republic;;Dominican Republic;Operational;N.A.;9.113,01 €;Taller Iniciativa IPAC;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.253339.01.1;2010;YARED BISRAT G MESKEL*JUPITER TRADING JUPITER INTERNATIONAL HOTEL WOLDEMESKEL;yes;;KK KIRKOSE KEBELE 17 HOUSE NO 246;ADDIS ABABA;;Ethiopia;;Ethiopia;Operational;N.A.;8.809,68 €;Catering EDF Training-November 2010- Addis Ababa;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247949.01.1;2010;JASPER-SEMU AND ASSOCIATES*CERTIFIED PUBLIC ACCOUNTANTS;yes;;ENTEBBE ROAD CONRAD PLAZA 7TH FLOOR;KAMPALA;;Uganda;;Uganda;Operational;N.A.;8.614,00 €;Audit of PACE Project PE for the period 1.1.2009 - 30.06.2010;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.259605.01.1;2010;JASPER-SEMU AND ASSOCIATES*CERTIFIED PUBLIC ACCOUNTANTS;yes;;ENTEBBE ROAD CONRAD PLAZA 7TH FLOOR;KAMPALA;;Uganda;;Uganda;Operational;N.A.;8.450,00 €;Audit of UVAPP  PE 1 & SSPPA to MAAIF PEs 1 & 2.;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.248106.01.1;2010;ATLANTIS CONSULT SARL*;yes;;IMMEUBLE OBK KACYIRU;KIGALI;.;Rwanda;;Rwanda;Operational;N.A.;8.203,58 €;Evaluation des travaux exécutés dans le cadre de la réhabilitation d''infrastructures sociales endommagées suite au tremblement de terre dans les districts de Nyamasheke et Rusizi en février 2008;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.246547.01.1;2010;Confidential;yes;;*****;*****;******;Sierra Leone;;CONFIDENTIAL;Operational;N.A.;8.000,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247315.01.1;2010;PKF UGANDA PARTNERSHIP*;yes;;PLOT 37 YUSUF LULE ROAD;KAMPALA;;Uganda;;Uganda;Operational;N.A.;8.000,00 €;Final Audit PE 1 NAADS Design Phase II;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247316.01.1;2010;JASPER-SEMU AND ASSOCIATES*CERTIFIED PUBLIC ACCOUNTANTS;yes;;ENTEBBE ROAD CONRAD PLAZA 7TH FLOOR;KAMPALA;;Uganda;;Uganda;Operational;N.A.;8.000,00 €;Final Audit PE1 - DSIP Revision ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247890.01.1;2010;GABON PORT MANAGEMENT SA*GPM;yes;;ZONE PORTUAIRE D OWENDO;LIBREVILLE;;Gabon;;Sao Tome and Principe;Operational;N.A.;8.000,00 €;AT Ponctuelle Port de Santo Antonio/ENAPORT - Príncipe;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247947.01.1;2010;JASPER-SEMU AND ASSOCIATES*CERTIFIED PUBLIC ACCOUNTANTS;yes;;ENTEBBE ROAD CONRAD PLAZA 7TH FLOOR;KAMPALA;;Uganda;;Uganda;Operational;N.A.;7.998,00 €;Audit of the FITCA PE for the period 1.01.2009 to 30.06.2010 ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.232760.01.1;2010;Natural person;yes;;*****;*****;******;Mali;;Mali;Operational;N.A.;6.900,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.248881.01.1;2010;KPMG LTD*;yes;;RUE ST GEORGE 30;PORT LOUIS;;Mauritius;;Eastern, Southern Africa and the Indian Ocean 10 EDF;Operational;N.A.;6.443,48 €;KPMG - Expenditure verification of PE0/PE1/PE2;Directorate-General for Development and Cooperation ? EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.248884.01.1;2010;KPMG LTD*;yes;;RUE ST GEORGE 30;PORT LOUIS;;Mauritius;;Eastern, Southern Africa and the Indian Ocean 10 EDF;Operational;N.A.;6.443,48 €;KPMG - Expenditure verification of PE0/PE1/PE2;Directorate-General for Development and Cooperation ? EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.239357.01.1;2010;BUSINESS MANAGEMENT SERVICES LTD*B.M.S;yes;;PANGO ROAD ELLUK;PORT VILA;;Vanuatu;;Vanuatu;Operational;N.A.;5.412,67 €;Expenditure verifications of programme Estimate PE NSA 03;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.248878.01.1;2010;SOCIETE MALIENNE DE FROID D'ELECTRICITE ET DE CONSTRUCTION SA*SOMAFREC;yes;;AVENUE DE L ARTOIS PORTE 611;BAMAKO;;Mali;;Comoros;Operational;N.A.;5.154,78 €;KPMG - Expenditure verification of PE0/PE1;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.254341.01.1;2010;PKF VANUATU LIMITED*;yes;;LINI HIGHWAY 1ST FLOOR;PORT VILA;;Vanuatu;;Vanuatu;Operational;N.A.;5.034,36 €;Expenditure verification of Programme Estimate PE TCF 02;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.254476.01.1;2010;Natural person;yes;;*****;*****;******;United Kingdom;;Solomon Islands;Operational;N.A.;5.000,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.248059.01.1;2010;D F A COMMUNICATION SARL*;yes;;HAMDALLAYE ACI 2000;BAMAKO;;Mali;;Mali;Operational;N.A.;4.611,59 €;Production de gadgets - lancement travaux route de Tombouctou;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.245891.01.1;2010;Natural person;yes;;*****;*****;******;Burkina Faso;;Burkina Faso;Operational;N.A.;3.872,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.248876.01.1;2010;KPMG LTD*;yes;;RUE ST GEORGE 30;PORT LOUIS;;Mauritius;;Comoros;Operational;N.A.;3.866,09 €;KPMG - Expenditure verification of PE0/PE1/PE2;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.245885.01.1;2010;Natural person;yes;;*****;*****;******;Burkina Faso;;Burkina Faso;Operational;N.A.;3.826,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.246762.01.1;2010;IMPRIMERIES BIETLOT FRERES SA*;yes;;RUE DU ROND POINT 185;GILLY;6060;Belgium;;ACP Countries;Operational;N.A.;1.101,00 €;Réédition par l''Office des Publications de la CE d''une brochure à propos de la Facilité Energie ACP-UE;Directorate-General for Development and Cooperation ? EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.248877.01.1;2010;SOCIETE CFAO-GUINEE SARL*CFAO-GUINEE SARL;yes;;KM 11 AUTOROUTE DEABONDY HATAM;CONAKRY;224;Guinea;;Comoros;Operational;N.A.;859,13 €;KPMG - Expenditure verification of PE1;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.232107.01.1;2010;JAMAICA OBSERVER LIMITED*JOL;yes;;BEECHWOOD AVENUE 40-42 1/2;KINGSTON;5;Jamaica;;Jamaica;Operational;N.A.;585,19 €;Publication of Service Procurement Notice for DRGEP visibility on The Jamaica Observer - February 2010;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.252714.01.1;2010;TAKT SPZOO*;yes;;UL. WYZWOLENIA 2;BOLESLAW;32 329;Poland;;Intra ACP Allocations;Operational;N.A.;465,18 €;Bon de commande n° 2010.4257.12768: Retirage Peace and Security for Africa DVD;Directorate-General for Development and Cooperation ? EuropeAid;Intra ACP - Peace Facility (04.20.50);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.232105.01.1;2010;THE GLEANER COMPANY LIMITED*;yes;;NORTH STREET 7;KINGSTON;;Jamaica;;Jamaica;Operational;N.A.;455,03 €;Publication of Service Procurement Notice for DRGEP visibility on The Gleaner - February 2010;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.242986.01.1;2010;JAMAICA OBSERVER LIMITED*JOL;no;;BEECHWOOD AVENUE 40-42 1/2;KINGSTON;5;Jamaica;;Jamaica;Operational;N.A.;155,38 €;Publication of cancellation of service procurement notice for communication and media support;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
