Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;Geographical Zone;Expense Type;Co-financing rate;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.267605.01.1;2011;JASPER-SEMU AND ASSOCIATES*CERTIFIED PUBLIC ACCOUNTANTS;yes;UG13465B;ENTEBBE ROAD CONRAD PLAZA 7TH FLOOR;KAMPALA;;Uganda;;Uganda;Operational;N.A.;17.690,00 €;Financial Audit of Programme Estimate No3 of the District Roads Re-gravelling Project Phase I and Overall project;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.272662.01.1;2011;ERNST & YOUNG*EYT;yes;TZ10007372Z;LAIBON ROAD 36;DAR ES SALAAM;;Tanzania;;Tanzania;Operational;N.A.;16.430,00 €;Financial and Systems audit;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.257095.01.1;2011;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;Gambia;Operational;N.A.;15.464,00 €;Financial audit of PE-03/NAOSU/Inst.Supp.NAO (9th EDF) and PE-01/NAOSU/TCF II (9th EDF);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.262828.01.1;2011;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;Burundi;Operational;N.A.;15.283,00 €;Audit financier du DP1 du PAIR;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.267069.01.1;2011;SELF-EMPLOYED NATURAL PERSON;yes;*****;*****;*****;*****;Uganda;;Uganda;Operational;N.A.;15.250,00 €;Financial Audit of Programme Estimate No.1 of the EPA Related Trade and Private Sector Support Programme (EPA TAPSS);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.273873.01.1;2011;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;Malawi;Operational;N.A.;14.378,00 €;Financial audit of Start-up PE for Democratic Governance Programme (DGP);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.274292.01.1;2011;TOG'AUDIT CONSULTING SARL*TAC;yes;TG090754L;AVENUE JEAN PAUL II EX IMMEUBLE AIR;LOME;;Togo;;Togo;Operational;N.A.;13.720,41 €;Contrôle permanent des mémoires des devis programmes PAI 2011-2012;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.269914.01.1;2011;MANAGEMENT DEVELOPPEMENT INTERNATIONAL ET INFORMATIQUE SA*M D 2 I;yes;FR56343573465;BOULEVARD PEREIRE 68 BIS;PARIS;75017;France;;Niger;Operational;N.A.;13.570,00 €;Contrat de service pour formation des agents de la CUE à la version 2011 du logiciel SARA FED;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.269302.01.1;2011;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;Papua New Guinea;Operational;N.A.;12.987,25 €;Expenditure Verification of SUPE & PE1 of ICB project;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.268544.01.1;2011;DATIVA & ASSOCIATES PARTNERSHIP*D&A;yes;UG1000339584;PILKINGTON ROAD 3 NIC BUILDING;KAMPALA;256;Uganda;;Uganda;Operational;N.A.;12.490,00 €;Financial audit of start-up PE of Northern Uganda Agricultural Livelihood Recovery Programme (ALREP) and Karamoja Livelihood Programme (KALIP);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.264932.01.1;2011;LIVINGSTONE REGISTRARS LIMITED*;yes;KE0011412R;RING ROAD KIRUNGI WESTLANDS;NAIROBI;00100;Kenya;;Somalia;Operational;N.A.;11.661,00 €;Expenditure Verification of Somalia Recovery Programme Field Offices and Technical Assistants PE2010;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.274266.01.1;2011;TOG'AUDIT CONSULTING SARL*TAC;yes;TG090754L;AVENUE JEAN PAUL II EX IMMEUBLE AIR;LOME;;Togo;;Togo;Operational;N.A.;11.433,68 €;Contrôle permanent des mémoires de devis programmes sur PAJDH - 2011-2012;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.275924.01.1;2011;JIM ROBERTS & ASSOCIATES PARTNERSHIP*ROBERT OTALA CHARLES SABIITI JAMES ONYOIN JULIUS TUMUHIMBISE;yes;UG1000073918;JINJA ROAD SOCIAL SECURITY BUILDING;KAMPALA;256;Uganda;;Uganda;Operational;N.A.;10.800,00 €;Financial Audit of Bridging Program Estimate of SNAO;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.274299.01.1;2011;TOG'AUDIT CONSULTING SARL*TAC;yes;TG090754L;AVENUE JEAN PAUL II EX IMMEUBLE AIR;LOME;;Togo;;Togo;Operational;N.A.;10.671,43 €;Contrôle permanent des mémoires des devis programmes PAUT 2011-2012;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.260023.01.1;2011;Natural person;yes;*****;*****;*****;*****;Belgium;;Tanzania;Operational;N.A.;10.000,00 €;Service contract to produce Stabex Final Financial Report;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.262645.01.1;2011;Natural person;yes;*****;*****;*****;*****;Finland;;Tanzania;Operational;N.A.;10.000,00 €;Strengthening Results Oriented Monitoring of EU external aid to the United Republic of Tanzania.;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.265852.01.1;2011;REPUBLIQUE FRANCAISE*FRENCH REPUBLIC;yes;;-;-;;France;;Mali;Operational;N.A.;10.000,00 €;Organisation d’un concert et d’une conférence pour assurer la visibilité des actions de l’UE au Mali pendant la semaine de l''Europe du 09 au 13 mai 2011;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.271812.01.1;2011;NEW ERA CONSULTING INC CORPORATION*NECI;yes;GY010079543;HAGUE 14 WEST COAST DEMERARA;GEORGETOWN;;Guyana;;Caribbean Region;Operational;N.A.;10.000,00 €;Mid-term Review of the 10th EDF Consultancy;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.272232.01.1;2011;SELF-EMPLOYED NATURAL PERSON;no;*****;*****;*****;*****;Australia;;CONFIDENTIAL;Operational;N.A.;10.000,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.267067.01.1;2011;CVM TELEVISION LIMITED*;yes;JM001097580;CONSTANT SPRING ROAD 69;KINGSTON;10;Jamaica;;Jamaica;Operational;N.A.;9.999,98 €;Communication & Visibility - CVM Television Advertisements;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.270274.01.1;2011;Natural person;yes;*****;*****;*****;*****;Namibia;;Namibia;Operational;N.A.;9.999,00 €;Amster - Support to DWSSC of Ministry of Agriculture, Water & Forestry ;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.281665.01.1;2011;POLYTECHNIC OF NAMIBIA PON*;yes;NA0622025015;STORCH STREET 13;WINDHOEK WEST;9000;Namibia;;Namibia;Operational;N.A.;9.999,00 €;Polytechnic (NBIC) - Service contract - development of a structure for a future rural innovation system;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.259673.01.1;2011;DESIGN AND CONSTRUCTION SERVICES LTD*DCSL;yes;GY010070295;IRVING AND ANIRA STREETS LOT 77;GEORGETOWN;;Guyana;;Guyana;Operational;N.A.;9.990,00 €;"Evaluation of the Onderneeming works contract
and provision of TA support 
";Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.266820.01.1;2011;SELF-EMPLOYED NATURAL PERSON;yes;*****;*****;*****;*****;France;;Burkina Faso;Operational;N.A.;9.990,00 €;Appui dans le domaine statistiques pour la revue à parcours du contrat OMD;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.276226.01.1;2011;ATELIER 144 SARL*;yes;FR61513638361;RUE DES POISSONNIERS 144 146;PARIS;75018;France;;Senegal;Operational;N.A.;9.982,00 €;Etude de préfaisabilité pour la redynamisation et la gestion durable de l''exposition internationale sur les musiques noires à la Maison Douta Seck, Dakar, Sénégal.;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.269048.01.1;2011;MDF TRAINING & CONSULTANCY BV*;yes;;BOSRAND 28;EDE;6718 ZN;Netherlands;;Kenya;Operational;N.A.;9.975,00 €;Training to NAO/Line Ministries and External Auditors on PEs, Grants & Service Contracts;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.268750.01.1;2011;GROVE BROADCASTING COMPANY LIMITED*IRIE FM ZIP 103LTD ZIP 103FM'S;yes;JM000869228;MAIN STREET;OCHO RIOS;;Jamaica;;Jamaica;Operational;N.A.;9.968,04 €;Communication & Visibility - IRIE FM;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.265917.01.1;2011;RADIO JAMAICA LIMITED*RJR;yes;JM16535;LYNDHURST ROAD 32;KINGSTON;5;Jamaica;;Jamaica;Operational;N.A.;9.961,83 €;Communication & Visibility - RJR 94 FM Advertisements;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.281624.01.1;2011;PKF SARL*;yes;CI6909388M;BOULEVARD CLOZEL 29 PLATEAU;ABIDJAN;04;Ivory coast;;Ivory Coast;Operational;N.A.;9.955,00 €;Audit DP 1 du ''''Projet d''Appui à l''Ordonnateur National du FED'''';Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.265919.01.1;2011;RADIO JAMAICA LIMITED*RJR;yes;JM16535;LYNDHURST ROAD 32;KINGSTON;5;Jamaica;;Jamaica;Operational;N.A.;9.906,45 €;Communication & Visibility - Hitz 92 FM & Fame 95 FM Advertisements;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.265490.01.1;2011;SELF-EMPLOYED NATURAL PERSON;yes;*****;*****;*****;*****;Mauritania;;Mauritania;Operational;N.A.;9.900,00 €;Reportage photos des épaves de la baie de Nouadhibou;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.277846.01.1;2011;Natural person;yes;*****;*****;*****;*****;Sweden;;Tanzania;Operational;N.A.;9.900,00 €;Overview of practices used by DPs in TZ to finance allowances, top-ups, civil servants and salary payments and PIUs;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.265916.01.1;2011;RADIO JAMAICA LIMITED*RJR;yes;JM16535;LYNDHURST ROAD 32;KINGSTON;5;Jamaica;;Jamaica;Operational;N.A.;9.897,88 €;Communication & Visibility - Television Jamaica Advertisements;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.264753.01.1;2011;INSTITUT FRANCAIS DES SCIENCES ET TECHNOLOGIES DES TRANSPORTS, DE L'AMENAGEMENT ET DES RESEAUX*IFSTTAR;yes;FR95130013428;CITE DESCARTES BOULEVARD ISAAC;CHAMPS SUR MARNE;77420;France;;Haiti;Operational;N.A.;9.890,00 €;Expertise finale des dégradations de le RN 6 (Haïti).;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.270183.01.1;2011;Natural person;yes;*****;*****;*****;*****;Mozambique;;Mozambique;Operational;N.A.;9.880,00 €;Rule of Law framework in Mozambique ;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.263445.01.1;2011;SAFARI HOTELS (PROPRIETARY) LIMITED*;yes;NA0037095015;AVIATION ROAD;WINDHOEK;9000;Namibia;;Namibia;Operational;N.A.;9.854,61 €;"Support to the VI Spain-Africa international meeting ''''Women for a better world"", 9th-10th April 2011";Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.280140.01.1;2011;NATURAL PERSON;no;*****;*****;*****;*****;Mauritania;;CONFIDENTIAL;Operational;N.A.;9.850,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.279458.01.1;2011;Natural person;yes;*****;*****;*****;*****;Sao Tome and Príncipe;;Sao Tome and Principe;Operational;N.A.;9.800,00 €;AT Commerce PRADA;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.259618.01.1;2011;FOURNET CONSEILS ET DEVELOPPEMENT SARL*;yes;FR61509482493;RUE DU PONT HARDY 26;LAGNY SUR MARNE;77400;France;;Central African Republic;Operational;N.A.;9.773,00 €;Expertise administrative, technique et financière du projet de bitumage du tronçon de route de 40 kms de Fambélé vers Bouar en RCA;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.263931.01.1;2011;Natural person;yes;*****;*****;*****;*****;Chad;;Mauritania;Operational;N.A.;9.771,05 €;Prestation de Services pour l''actualisation du DAO des travaux de la route Nouakchott - Bombri.;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.278084.01.1;2011;D F A COMMUNICATION SARL*;yes;ML083301277V;HAMDALLAYE ACI 2000;BAMAKO;;Mali;;Mali;Operational;N.A.;9.601,61 €;Organisation d''un stand de visibilité de l''UE lors du salon de l''auto-moto 2011 de Bamako;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.263898.01.1;2011;CONFIDENTIAL;no;*****;*****;*****;*****;Uganda;;CONFIDENTIAL;Operational;N.A.;9.580,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
